229,12.5
230,14.4
231,12.9
232,13.4
233,14.5
234,14.3
235,14.5
236,13.6
237,13.7
238,14.5
239,13.6
240,13.9
241,14.4
242,13.5
243,14.0
244,14.6
245,13.7
246,14.5
247,13.7
248,13.7
249,14.6
250,13.8
251,14.4
252,12.9
253,13.8
254,14.4
255,13.0
256,13.2
257,13.4
258,13.6
259,14.7
260,14.5
261,13.9
262,15.3
263,14.5
264,14.7
265,14.5
266,13.9
267,14.1
268,13.3
269,14.6
270,15.4
271,14.1
272,14.6
273,14.5
274,14.6
275,13.1
276,14.5
277,14.8
278,13.9
279,14.0
280,14.0
281,14.2
282,14.0
283,13.4
284,14.0
285,13.8
286,14.9
287,14.2
288,14.9
289,13.0
290,15.5
291,13.6
292,14.0
293,13.8
294,13.4
295,14.3
296,14.0
297,13.8
298,13.5
299,14.7
300,13.2
301,14.7
302,14.9
303,15.5
304,13.9
305,13.3
306,14.3
307,14.7
308,14.7
309,13.5
310,14.1
311,15.6
312,15.0
313,13.3
314,14.1
315,13.3
316,15.0
317,15.6
318,15.6
319,13.5
320,14.8
321,14.7
322,15.0
323,15.0
324,14.4
325,13.3
326,13.5
327,13.9
328,14.8
329,14.8
330,14.4
331,15.0
332,15.0
333,13.4
334,15.0
335,14.8
336,14.2
337,15.0
338,14.8
339,13.8
340,13.1
341,14.2
342,14.0
343,14.2
344,14.2
345,15.7
346,13.6
347,14.2
348,14.2
349,14.5
350,13.4
351,14.2
352,14.8
353,15.1
354,13.6
355,14.0
356,14.3
357,13.9
358,13.2
359,14.5
360,14.5
361,15.7
362,15.1
363,14.9
364,15.1
365,15.7
366,13.7
367,14.3
368,15.1
369,13.9
370,14.9
371,13.5
372,14.3
373,14.9
374,14.9
375,14.3
376,14.9
377,14.9
378,13.7
379,15.1
380,14.1
381,14.3
382,15.2
383,15.8
384,14.9
385,15.2
386,14.5
387,13.9
388,14.3
389,14.3
390,14.3
391,15.2
392,14.1
393,14.3
394,15.0
395,14.6
396,14.3
397,14.6
398,15.0
399,14.1
400,13.5
401,14.6
402,13.7
403,13.7
404,14.4
405,14.1
406,15.0
407,14.4
408,14.1
409,14.3
410,13.5
411,15.2
412,15.0
413,14.4
414,15.0
415,15.8
416,14.4
417,15.8
418,15.0
419,14.0
420,15.8
421,15.0
422,13.5
423,13.3
424,15.8
425,14.4
426,15.2
427,15.0
428,14.6
429,14.4
430,14.4
431,13.5
432,15.2
433,15.0
434,14.4
435,13.5
436,15.3
437,14.6
438,14.4
439,14.0
440,13.3
441,15.3
442,14.6
443,14.4
444,14.4
445,15.0
446,14.4
447,15.3
448,14.7
449,14.4
450,13.4
451,15.3
452,13.6
453,15.0
454,14.4
455,14.7
456,14.4
457,14.2
458,13.8
459,14.4
460,13.6
461,14.4
462,14.4
463,14.7
464,15.3
465,14.4
466,14.7
467,14.5
468,13.6
469,14.4
470,13.8
471,14.7
472,14.2
473,14.7
474,15.9
475,14.7
476,15.1
477,14.4
478,13.8
479,15.3
480,14.5
481,14.7
482,14.7
483,14.2
484,14.2
485,14.5
486,13.6
487,13.6
488,15.1
489,14.7
490,15.1
491,14.2
492,14.2
493,15.3
494,13.6
495,15.1
496,15.3
497,14.5
498,14.5
499,15.1
500,14.5
501,13.6
502,14.5
503,14.5
504,14.3
505,14.7
506,15.1
507,14.5
508,13.9
509,15.3
510,14.3
511,13.9
512,15.1
513,14.7
514,13.6
515,14.3
516,15.3
517,14.5
518,15.1
519,14.5
520,14.3
521,14.5
522,14.5
523,14.5
524,14.1
525,14.5
526,14.5
527,15.9
528,14.7
529,14.5
530,15.1
531,14.5
532,15.1
533,15.9
534,14.7
535,14.5
536,15.9
537,15.3
538,14.7
539,15.9
540,14.7
541,14.7
542,14.5
543,14.3
544,13.9
545,15.1
546,14.7
547,14.5
548,15.1
549,14.3
550,15.1
551,15.3
552,14.3
553,14.5
554,14.3
555,15.9
556,14.7
557,15.1
558,15.3
559,14.5
560,13.7
561,15.1
562,14.5
563,13.5
564,15.3
565,15.1
566,14.5
567,15.1
568,15.1
569,15.3
570,15.1
571,14.5
572,15.3
573,15.1
574,14.5
575,14.5
576,14.5
577,14.3
578,13.7
579,15.1
580,13.9
581,14.5
582,15.4
583,14.7
584,15.1
585,15.1
586,13.7
587,15.3
588,14.5
589,13.9
590,14.5
591,15.4
592,16.0
593,15.3
594,15.1
595,14.1
596,14.5
597,13.9
598,15.3
599,14.5
600,14.3
601,14.5
602,13.7
603,14.5
604,13.5
605,13.9
606,13.9
607,14.5
608,15.1
609,15.1
610,13.7
611,14.3
612,16.0
613,14.5
614,14.7
615,14.5
616,14.7
617,14.5
618,14.8
619,15.1
620,15.4
621,14.5
622,15.4
623,14.3
624,14.1
625,13.9
626,15.4
627,15.1
628,14.5
629,13.9
630,14.3
631,15.1
632,14.5
633,14.1
634,13.7
635,13.7
636,14.5
637,14.1
638,14.5
639,14.5
640,16.0
641,15.1
642,14.7
643,16.0
644,14.3
645,15.2
646,16.0
647,15.1
648,15.2
649,15.4
650,14.5
651,14.3
652,14.3
653,14.5
654,14.3
655,13.7
656,15.4
657,13.5
658,15.4
659,16.0
660,14.5
661,14.8
662,14.1
663,15.2
664,14.5
665,16.0
666,14.5
667,13.7
668,14.5
669,16.0
670,14.5
671,13.7
672,14.5
673,14.5
674,13.9
675,15.2
676,15.2
677,13.7
678,14.8
679,14.5
680,15.4
681,13.9
682,15.2
683,13.9
684,15.4
685,14.3
686,15.2
687,13.7
688,14.5
689,16.0
690,14.5
691,14.8
692,14.8
693,14.1
694,13.9
695,13.9
696,14.3
697,14.5
698,14.5
699,14.5
700,14.3
701,14.5
702,16.0
703,13.9
704,14.5
705,15.2
706,14.5
707,14.5
708,13.9
709,15.2
710,16.0
711,13.5
712,15.2
713,15.4
714,14.8
715,13.7
716,14.8
717,14.8
718,14.3
719,14.3
720,14.5
721,13.5
722,15.4
723,15.4
724,13.7
725,14.8
726,15.4
727,15.4
728,14.8
729,15.4
730,14.2
731,16.0
732,13.7
733,15.4
734,13.9
735,13.7
736,13.9
737,14.8
738,15.4
739,15.2
740,15.2
741,14.3
742,14.3
743,14.6
744,15.2
745,16.0
746,14.8
747,14.6
748,14.6
749,14.6
750,14.6
751,14.5
752,14.8
753,15.2
754,15.2
755,14.3
756,13.9
757,14.6
758,14.8
759,14.8
760,14.8
761,13.7
762,14.8
763,14.5
764,13.9
765,14.3
766,14.6
767,16.0
768,15.2
769,14.8
770,14.8
771,15.4
772,15.2
773,13.7
774,14.5
775,14.6
776,13.9
777,14.3
778,14.6
779,14.6
780,14.5
781,16.0
782,13.5
783,16.0
784,14.6
785,13.5
786,14.8
787,14.6
788,16.0
789,13.9
790,15.2
791,15.4
792,14.6
793,16.0
794,15.4
795,15.2
796,15.4
797,15.2
798,14.2
799,13.9
800,15.4
801,15.4
802,15.4
803,14.6
804,14.8
805,14.6
806,15.4
807,13.9
808,13.7
809,13.5
810,14.8
811,13.7
812,16.0
813,15.4
814,15.4
815,14.6
816,13.9
817,16.0
818,15.4
819,13.5
820,14.3
821,13.7
822,15.2
823,15.4
824,14.6
825,13.7
826,15.4
827,15.2
828,13.7
829,14.2
830,15.2
831,15.4
832,14.6
833,14.6
834,14.3
835,16.0
836,13.5
837,15.4
838,14.3
839,13.5
840,13.7
841,13.7
842,14.3
843,14.3
844,15.2
845,15.2
846,15.2
847,13.7
848,14.3
849,14.8
850,14.6
851,14.3
852,13.5
853,14.3
854,14.8
855,14.6
856,15.4
857,15.4
858,14.6
859,15.4
860,15.2
861,14.8
862,14.8
863,13.9
864,15.4
865,14.6
866,15.4
867,15.4
868,15.4
869,15.2
870,14.6
871,15.2
872,14.6
873,14.6
874,14.3
875,16.0
876,14.8
877,14.6
878,14.8
879,15.4
880,14.6
881,14.3
882,15.4
883,15.2
884,16.0
885,14.3
886,14.6
887,14.3
888,14.6
889,14.6
890,14.3
891,16.0
892,13.9
893,13.9
894,14.3
895,16.0
896,14.6
897,14.8
898,14.3
899,15.2
900,13.7
901,14.6
902,15.4
903,15.2
904,16.0
905,14.6
906,14.6
907,15.2
908,14.6
909,13.9
910,15.2
911,15.2
912,14.8
913,14.6
914,14.3
915,14.6
916,14.8
917,15.4
918,14.2
919,13.7
920,15.4
921,13.9
922,15.4
923,13.7
924,13.7
925,14.2
926,14.2
927,14.8
928,15.2
929,14.6
930,14.6
931,15.4
932,14.3
933,14.6
934,13.7
935,13.7
936,15.2
937,15.2
938,15.4
939,15.2
940,16.0
941,14.3
942,15.4
943,15.4
944,15.2
945,14.8
946,13.9
947,14.3
948,14.3
949,14.6
950,16.0
951,15.4
952,13.7
953,14.6
954,15.4
955,15.2
956,14.8
957,15.4
958,13.7
959,14.6
960,15.4
961,14.3
962,13.7
963,13.7
964,14.3
965,15.4
966,14.0
967,15.2
968,15.4
969,14.3
970,14.8
971,14.3
972,13.7
973,14.3
974,15.4
975,16.0
976,15.2
977,15.4
978,14.8
979,14.3
980,15.2
981,14.3
982,14.6
983,16.0
984,15.2
985,14.3
986,13.9
987,13.7
988,14.6
989,14.3
990,14.6
991,15.4
992,13.9
993,14.6
994,14.6
995,14.8
996,14.6
997,14.6
998,14.8
999,14.6
